F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,file_path,group
30.692087,0.16049927,28.762978,31.349823,33.684917,4.92194,214.36974,250.84833,102.14789,106.517365,0.74452424,0.5917707,0.38468176,0.64217484,1.0444412,0.65975946,10.967458,6.0814805,8.148665,4.787706,0.36711517,0.66046745,16.124565,0.7516673,10.158701,0.92881453,0.7090427,16.231594,-5.64047,-2.2600465,0.051692247,1.770717,1.393904,0.89298147,4.966824,0.8892166,2.4148471,3.4578063,19.949419,0.5229871,481.44595,0.28979152,1222.1268,0.18457252,-70.13058,-1.2749474,1515.3966,0.17212269,973.72736,0.43433142,-76.38569,-1.0694041,2559.314,0.09161723,827.81616,0.60321426,-78.34591,-1.023341,-12.943043,-0.43423277,20.190037,0.36274597,0.011942475,2.6176739,-0.030535003,-0.366678,0.4366454,0.56418586,21.493813,0.4171951,10.1568575,0.978361,0.4874367,25.424206,-10.0865345,-1.1906149,-10.937602,19.863873,-0.044105947,-0.011038283,0.22411858,4.019025,3.0238094,0.2135433,0.2016371,0.119603954,0.13976587,-30.944796,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Reading-Task\audio\HC\11_CF44_2.wav,HC
29.61624,0.19414763,27.580406,29.783815,33.381718,5.8013115,313.14304,483.073,156.26884,405.2038,0.60104644,0.52586293,0.3158621,0.55194366,0.833299,0.51743686,9.091473,5.1923375,6.278181,4.471064,0.44096828,1.449283,19.21048,0.74104947,16.43618,0.6313125,6.993291,1.7267667,1.9272873,5.597583,0.056127485,1.7784692,1.2726576,0.9623668,5.583963,0.81346023,6.6528335,1.7615907,26.404919,0.4421026,540.7326,0.30706212,1315.2256,0.15915108,-84.682884,-1.051896,1615.0535,0.18101731,992.22687,0.4073457,-91.973946,-0.87980896,2674.8489,0.09763583,867.8659,0.44088528,-94.94295,-0.8262131,-20.094885,-0.32016575,29.00055,0.2810953,-0.015944133,-2.331112,-0.02990715,-0.41292128,0.50064147,0.63693166,27.354347,0.31226224,17.785568,0.56384027,7.206743,1.9290775,-0.73159254,-15.3511715,-12.399064,21.184786,-0.054053675,-0.0099722985,0.3422589,4.2776737,2.685446,0.22307691,0.2099358,0.14123078,0.19751154,-29.352547,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Reading-Task\audio\HC\12_CF36_1.wav,HC
31.61998,0.08670581,29.708475,31.326727,33.877304,4.168829,89.052956,249.56601,75.70564,261.17218,1.0172579,0.65838826,0.38807783,0.89161885,1.5030314,1.1149535,15.204624,7.4723015,14.07797,8.922568,0.7758576,1.1749562,21.835154,0.6122718,15.498666,0.6893777,6.0601044,2.2207055,-2.3724456,-4.5496182,0.02528286,1.2924799,1.1868883,0.8180961,6.965962,0.5033726,3.29918,3.1530027,23.753517,0.43874177,466.27466,0.28912804,1199.9274,0.16364029,-50.846016,-1.5929092,1503.9749,0.18086815,900.0972,0.3289543,-63.53517,-1.1347518,2518.7214,0.08099568,740.5491,0.44126838,-65.738106,-1.075418,-17.711607,-0.33954072,24.747438,0.30920932,0.0077426196,4.927887,-0.033799544,-0.35550472,0.88283277,0.97167087,26.834454,0.36575326,15.680876,0.65787625,5.8430657,2.5042052,-4.365289,-2.3884275,-11.711961,20.491861,-0.041645955,-0.009860631,0.43292674,4.0570664,2.0089285,0.37322223,0.32532316,0.12373333,0.18535568,-23.077583,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Reading-Task\audio\HC\13_CF45_2.wav,HC
30.810024,0.1662631,27.08882,30.872606,34.566784,7.4779644,348.1296,603.71686,89.48739,131.8326,1.2630485,0.73861814,0.46842393,1.0187194,1.9564173,1.4879934,22.6579,12.42291,13.690066,10.732941,1.2124131,1.1160301,17.796062,0.792918,13.592701,0.8653878,7.3986588,2.1536503,-4.8705273,-3.2528565,0.037569433,1.5607154,1.2363861,0.7842005,5.646328,0.6940718,4.745546,2.2635725,23.757015,0.50566757,474.94702,0.29746482,1186.2081,0.18872602,-76.96226,-1.2088271,1556.96,0.17631751,901.2267,0.5107611,-84.20547,-0.98722994,2585.061,0.08828898,847.6667,0.61414576,-85.55192,-0.95565456,-17.586222,-0.42680943,25.245718,0.34765854,-0.0043987515,-9.62196,-0.033406913,-0.4291378,1.4774874,0.8912453,24.31775,0.4244101,15.474382,0.7676885,8.103313,2.2667098,-9.679572,-1.7338051,-12.075993,21.56744,-0.056161195,-0.012212415,0.7304664,2.7809472,2.1127768,0.2972297,0.2889141,0.17363636,0.25606066,-20.130823,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Reading-Task\audio\HC\14_CF49_3.wav,HC
34.676506,0.124634646,31.682512,34.03463,37.979527,6.297014,161.69308,410.4978,46.768276,57.847317,0.7321951,0.62297267,0.34940344,0.6128652,1.0405787,0.6911753,11.523152,6.252924,8.427625,5.6671367,0.4275593,0.9379996,21.692629,0.52923447,3.1370842,3.763046,-2.7970421,-4.573092,1.8421829,6.2610025,0.03280152,1.5895975,1.1352433,0.8362538,7.014121,0.5849588,7.10766,1.1915869,22.079052,0.46375203,514.7905,0.3400211,1356.0999,0.14690444,-66.43953,-1.3364416,1503.359,0.1551361,1160.8346,0.2761196,-66.57706,-1.1797129,2455.6196,0.12017223,977.46204,0.40425286,-69.693344,-1.0995253,-13.68671,-0.518393,23.399908,0.40937424,0.01995256,1.6996901,-0.023623263,-0.535599,0.52737784,0.800312,26.783234,0.30248994,3.0766315,4.2709513,-2.9436057,-4.8371243,-0.8510469,-12.967523,-8.045061,17.20301,-0.027712513,-0.0062839743,0.16196203,3.924253,2.0785747,0.34131867,0.32695132,0.14293332,0.1583058,-29.268486,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Reading-Task\audio\HC\15_CF53_3.wav,HC
30.607332,0.21057774,29.797203,32.079197,34.553173,4.75597,327.7705,364.53177,139.43819,122.45742,1.5016758,0.6288732,0.57292384,1.3948009,2.2841372,1.7112134,31.234636,20.623314,21.90036,12.575887,2.7963905,1.2633631,17.021612,0.727276,9.952038,1.3310496,20.962221,0.6669046,-3.198396,-5.8477263,0.061752398,1.9706472,1.4827901,0.82044834,3.921486,1.4227055,1.9485027,15.220503,11.231533,2.1926606,495.66702,0.4235318,1102.5074,0.2379501,-88.65446,-0.994015,1592.5616,0.15309964,710.3365,0.5988232,-89.474495,-0.90324235,2669.3574,0.102014996,743.8225,0.59694827,-89.36708,-0.90606666,-14.972381,-0.5025643,22.152142,0.42687774,-0.050152645,-0.842622,-0.027493652,-0.44044918,2.7455363,1.1278559,21.886223,0.43554395,8.608546,1.5411628,24.651745,0.5905321,-10.102997,-1.8316727,-15.714046,24.535172,-0.08396748,-0.014861035,2.8786657,4.83376,3.277849,0.18234375,0.17278722,0.11504425,0.15520538,-15.45139,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Reading-Task\audio\HC\16_CF33_4.wav,HC
27.649982,0.19867247,23.078114,29.553932,31.441502,8.363388,240.10303,277.60995,145.24622,232.07065,0.618027,0.57582545,0.32258472,0.5367547,0.8565952,0.5340105,8.160571,5.058995,7.050857,4.362147,0.27788338,0.6795782,14.099159,0.903484,10.778668,0.9231297,3.5932152,3.1420507,-2.0396655,-5.3475266,0.06378037,1.9038647,1.5381538,0.77436507,3.9397588,1.0469928,4.290929,1.8522223,20.959446,0.41707355,452.75308,0.28345978,1197.4749,0.17921127,-71.61931,-1.2846001,1520.3268,0.13977833,904.1492,0.44714442,-79.77996,-1.0606627,2539.3289,0.09222708,941.6598,0.5597397,-82.10384,-1.0088282,-13.536685,-0.3613248,21.617764,0.31842673,0.0040689176,8.313646,-0.025841853,-0.4192014,0.3356257,0.5877117,20.726416,0.3848051,10.862582,0.87633854,4.115233,2.9931362,-4.652395,-2.4520237,-6.944278,15.274241,-0.032631733,-0.0086243125,0.16846843,3.665903,2.5860271,0.24387096,0.21800674,0.13603602,0.17949517,-33.512783,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Reading-Task\audio\HC\17_CF55_3.wav,HC
21.98914,0.19702293,18.659204,21.540741,24.874987,6.215782,204.33212,273.75552,45.47668,68.3254,0.72595483,0.7413446,0.25255758,0.6031316,1.1294578,0.87690026,12.930377,7.52359,10.872486,6.7485976,0.41586754,0.9039274,21.014845,0.710032,2.63702,3.9629452,17.53481,0.76339084,7.1221685,1.8320822,0.04563259,1.417418,1.8954141,0.75892603,2.0900118,1.6962484,-1.2974476,-10.261135,12.63995,1.0386595,489.37772,0.4300594,1157.822,0.19796658,-69.03747,-1.2563983,1505.2384,0.17515461,781.95544,0.35978785,-76.96291,-1.0448816,2483.188,0.114680246,734.6331,0.27717575,-77.06821,-1.0418892,-11.832732,-0.497593,17.635687,0.38654822,-0.0017150175,-17.188004,-0.019759208,-0.7256341,0.524895,0.7347306,27.637518,0.41535598,2.159696,5.005293,20.973486,0.6590042,7.360011,2.0148618,-8.911709,18.155302,-0.035620663,-0.0055430196,0.18410236,4.0985446,2.3991032,0.27485982,0.25375447,0.12881188,0.1561688,-28.534538,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Reading-Task\audio\HC\18_CM64_3.wav,HC
26.234257,0.24625131,19.492231,27.201118,30.766241,11.27401,418.20752,540.2859,206.1853,283.6367,0.52029586,1.1150955,0.18899877,0.36844826,0.720546,0.53154725,24.595453,35.113922,11.326174,9.831945,0.8534852,2.5726802,19.41718,0.7228554,13.29542,0.92487425,7.911632,1.8221405,8.191576,1.5678481,0.08444349,1.7017504,1.8594279,0.76207393,2.0046155,2.9744875,4.1405315,7.0523295,19.251934,1.2336972,476.43713,0.37102026,1185.4548,0.20243634,-85.54572,-1.0542501,1519.568,0.15975754,866.2065,0.40451655,-91.81403,-0.90187794,2537.555,0.109456934,831.1218,0.39828897,-94.19949,-0.8577738,-17.569141,-0.45131373,26.956541,0.36116672,-0.021511378,-2.2853925,-0.0243131,-0.5497237,0.78063416,2.5004401,24.772493,0.44374415,12.763064,0.94711804,6.3096924,2.5907438,5.050318,2.6250973,-17.590305,27.253414,-0.06674911,-0.010719246,0.972887,1.6724913,4.0,0.1415,0.13109733,0.10057971,0.09264055,-22.226915,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Reading-Task\audio\HC\19_CF62_4.wav,HC
23.610283,0.16726923,20.97879,23.16122,26.077055,5.0982647,218.0678,339.80856,60.026554,88.99859,0.90183353,0.6467469,0.358944,0.76984847,1.4102613,1.0513172,15.350868,6.9247475,11.186327,7.017453,0.57629174,0.72317344,21.028648,0.5458295,10.224417,0.90381235,6.7007732,2.0751946,4.327281,2.9798641,0.043215368,1.7277274,1.598725,0.82276887,2.5842986,1.3929368,0.4139305,35.020027,16.902857,0.73127073,432.94278,0.35388526,1160.0443,0.17889665,-58.29458,-1.4348955,1435.2722,0.16469237,809.7457,0.37818745,-67.38265,-1.1522999,2412.5417,0.116014645,728.5299,0.35045338,-70.20589,-1.0790279,-13.752532,-0.43537226,22.100742,0.33807907,-0.009843372,-3.313574,-0.021625863,-0.62748253,0.6768751,0.6196266,25.341782,0.3564949,10.5254345,0.9202644,6.6777396,2.2892816,2.9987156,4.7203164,-12.987655,23.124056,-0.04354927,-0.006643551,0.30990484,4.0672665,2.720689,0.2573381,0.28740358,0.10612069,0.14154792,-26.81982,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Reading-Task\audio\HC\20_CM51_3.wav,HC
33.703625,0.17460221,31.271238,33.814667,37.773136,6.501898,170.74396,232.30872,105.31486,101.964226,0.7693941,0.60599136,0.35690618,0.67808914,1.1159184,0.7590122,13.06705,7.6404076,8.535048,4.5451484,0.46914545,0.85847133,16.785444,0.73552847,6.9221454,1.5044729,1.8681008,7.091383,-3.932896,-3.1019156,0.05697952,1.6242583,1.3677961,0.81292015,5.6068397,0.8842158,6.0379,1.7802646,20.836878,0.45298243,449.4694,0.290814,1210.6794,0.16727027,-86.35781,-1.0827118,1500.1562,0.13861433,870.02167,0.44239333,-81.72856,-1.0116966,2538.8738,0.079283126,951.8298,0.66794735,-84.69549,-0.9495898,-13.524284,-0.41213813,22.308016,0.33470476,0.01925973,1.7146991,-0.025251063,-0.47398797,0.5971957,0.7111288,22.601225,0.39420217,6.6117234,1.6964447,2.2864776,6.6625857,-6.7675643,-1.9888511,-8.517556,17.436901,-0.029460926,-0.011601758,0.23234592,4.211278,2.882325,0.21619834,0.17554286,0.12701923,0.16002934,-29.069904,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Reading-Task\audio\HC\21_CF58_3.wav,HC
35.2629,0.11794561,32.831944,34.966213,37.734062,4.9021187,244.95511,528.0996,65.82502,162.28558,1.0761003,0.74706155,0.4401871,0.8556921,1.5935817,1.1533946,19.651573,12.373909,13.532801,9.979204,0.70112693,1.0171762,19.353617,0.7976793,6.1193905,2.3841243,13.606995,1.0708237,-9.184818,-1.9099257,0.026905714,1.7128592,1.0939578,1.0176201,9.207528,0.42438996,5.7710648,1.6660447,19.671528,0.5534289,542.37604,0.38212594,1264.4606,0.21010436,-73.24368,-1.1684524,1615.2255,0.19182599,977.4752,0.55909365,-72.84096,-1.031394,2610.3186,0.12803456,918.165,0.6243002,-74.43461,-0.99139714,-15.764508,-0.49370047,23.908525,0.39420438,0.014398466,2.8459213,-0.026805378,-0.5433439,0.85752505,0.88613254,25.873514,0.45350844,6.75901,2.304536,15.002666,1.064217,-14.39578,-1.2150162,-7.2172165,15.726041,-0.050748304,-0.0048765326,0.28796163,3.4763165,2.157102,0.32801887,0.26063576,0.12778948,0.16725132,-23.02741,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Reading-Task\audio\HC\22_CF50_3.wav,HC
30.800087,0.1590983,27.94826,31.124428,34.117245,6.1689854,330.51733,448.3223,115.48354,264.87524,1.0363752,0.56766564,0.48383567,0.9705336,1.5154221,1.0315864,16.209194,7.904922,12.359581,6.8819995,0.647538,0.7394975,20.522808,0.7360272,9.513994,1.0916086,1.5325437,8.499639,-5.974884,-1.9625162,0.047611598,1.653805,1.4717894,0.7879074,5.2781415,0.83880204,1.7283633,3.798917,21.801859,0.35588875,449.91483,0.2663123,1246.3556,0.16662443,-56.99382,-1.5188309,1469.725,0.16133845,968.18085,0.36824116,-65.217606,-1.1966554,2485.9966,0.07952505,874.31696,0.59436417,-68.51188,-1.1079768,-14.219911,-0.3979675,22.287123,0.3309999,0.018876093,1.9924918,-0.030431964,-0.38817555,0.7612315,0.6186252,26.433548,0.41097367,8.810987,1.0969756,0.74720764,18.905348,-8.059966,-1.5152556,-9.479423,18.289713,-0.031679124,-0.013134869,0.3342719,4.389995,2.095579,0.34219512,0.30472705,0.13478261,0.19400142,-25.604282,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Reading-Task\audio\HC\23_CF55_3.wav,HC
28.805117,0.13568093,27.308157,28.982168,30.77551,3.4673538,285.2805,480.25745,91.82319,213.3418,0.60585934,0.49124646,0.3039806,0.58950174,0.8654223,0.5614417,6.538983,3.467505,5.1168876,2.8782299,0.25750828,0.64278984,17.951515,0.7936223,11.537039,0.77147835,11.15685,1.0612872,2.3049524,4.5872073,0.033858243,1.7027321,1.0902972,0.79633516,6.128471,0.6210535,-1.7432673,-6.602688,19.250559,0.47885233,451.82492,0.38587487,1184.3044,0.20689845,-64.47262,-1.3356352,1412.614,0.16411018,910.17413,0.3299034,-73.12317,-1.0654821,2422.9539,0.101272985,679.11414,0.33787513,-75.79018,-1.0026884,-15.712155,-0.38943818,23.246567,0.31305557,0.008724727,4.0203967,-0.02012514,-0.66754675,0.30366287,0.53358227,24.300581,0.4265008,14.073096,0.55207276,13.467019,0.9167236,1.9753524,5.7758307,-6.2002316,15.862215,-0.032009676,-0.0010665338,0.14213829,3.8493903,1.7687935,0.39464286,0.40967014,0.1719178,0.22485714,-31.665005,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Reading-Task\audio\HC\24_CM63_3.wav,HC
34.12588,0.12900832,31.868746,34.15303,37.396244,5.5274982,254.21255,390.65253,73.673645,102.734924,0.8237704,0.5550351,0.41828868,0.7692077,1.1770194,0.75873065,11.546373,6.236453,7.486067,4.1628523,0.63244295,0.71396464,25.61856,0.46638808,11.954412,0.97239524,8.028388,1.7430528,-2.632022,-5.57184,0.03513631,2.0563185,0.98148876,0.9829628,8.37771,0.51487595,4.45377,3.8598702,26.122578,0.64883435,479.2795,0.28529406,1256.7323,0.16300318,-53.781483,-1.4264803,1529.938,0.14601186,972.0451,0.41533878,-59.60278,-1.1159742,2624.9226,0.094011925,1030.2393,0.6216494,-66.72591,-0.9395523,-19.492651,-0.38254604,30.761423,0.24911162,0.0044307774,8.761954,-0.027786626,-0.4427166,0.7235861,0.6062681,29.813564,0.2823936,12.067658,1.0284685,8.614464,1.7360581,-5.043581,-2.996583,-12.155884,22.12371,-0.041365467,-0.010756865,0.2761031,4.1863766,2.4390244,0.31893203,0.28486043,0.0789011,0.090206705,-25.15151,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Reading-Task\audio\HC\25_CF59_3.wav,HC
25.632626,0.16328122,22.810158,25.083124,28.477728,5.66757,92.958405,102.362946,80.96839,138.8343,0.5612979,0.5876195,0.281258,0.48992252,0.7918718,0.5106138,9.6100645,6.0347247,6.859051,4.8485537,0.35613784,0.81726235,18.967035,0.76079595,10.623537,0.8948943,16.84739,0.7733729,6.993126,1.7473532,0.048194684,1.2224438,1.475057,0.8325754,4.318329,0.76414037,3.4908755,2.6231768,22.997513,0.34080648,543.05853,0.41546574,1259.8492,0.18259972,-73.861176,-1.1685408,1587.3392,0.18359709,906.59247,0.347314,-81.170006,-0.97290385,2555.5842,0.13075636,786.9223,0.36300954,-82.440605,-0.94415796,-17.283731,-0.3431408,23.536316,0.28661495,-0.012896883,-2.904172,-0.016148366,-0.93832356,0.4427061,0.6871015,26.066914,0.39643556,12.4278755,0.7557273,21.265594,0.6015943,7.341799,1.8915431,-9.306634,18.719635,-0.041832447,-0.002582854,0.17568368,3.7578816,2.3232324,0.28173915,0.270987,0.14292683,0.18275996,-30.37096,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Reading-Task\audio\HC\26_CM31_3.wav,HC
31.116232,0.15990442,28.795221,31.255356,34.541687,5.7464657,242.04898,392.2583,101.4919,145.80576,0.7344082,0.5999986,0.3285775,0.65970093,1.0604755,0.73189795,10.193892,4.813839,6.288894,3.7459056,0.44510227,0.8279164,24.479218,0.62630635,13.267096,0.881553,2.660574,5.596365,-5.188553,-2.4579966,0.054075345,1.9994649,1.0914325,0.9704298,6.57356,0.69391716,5.7784233,2.1139836,31.131136,0.41525266,523.7327,0.28396264,1329.5928,0.17496227,-59.1634,-1.4218943,1563.7393,0.17994271,1063.6154,0.40046394,-68.7736,-1.0939325,2589.6519,0.12374419,1062.8824,0.4921352,-75.60715,-0.94007856,-19.148783,-0.39099538,30.201881,0.28168553,0.030656721,1.1230735,-0.034624074,-0.39159545,0.5515211,0.65413725,31.515923,0.3155505,14.833219,0.8250112,3.462293,4.7212486,-7.8120413,-1.6892902,-7.7368846,16.919073,-0.025628665,-0.009554844,0.14347859,3.4719644,1.9513103,0.36990473,0.31751257,0.1472093,0.19437827,-27.07969,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Reading-Task\audio\HC\27_CF63_4.wav,HC
32.21881,0.1559934,30.535908,32.705677,35.581684,5.0457764,261.13034,430.87738,130.40204,319.7549,1.1972948,0.7034843,0.45140576,1.0234051,1.818334,1.3669282,22.708742,13.286613,17.933722,11.118748,0.8802111,0.8644282,18.056349,0.80191296,6.357487,1.8934164,12.885459,1.2302016,-4.9864197,-3.2101245,0.051934455,1.9158636,1.5043688,0.8506586,6.194082,0.6666067,6.528315,2.0314915,20.530806,0.58750117,485.02112,0.34235898,1200.9568,0.18371657,-74.5296,-1.1711532,1553.9949,0.16267747,902.68677,0.5371737,-78.18275,-1.0039048,2574.843,0.10214122,902.6786,0.5841571,-79.749176,-0.9695983,-13.817828,-0.51260644,21.483007,0.40261889,0.0086860275,4.3565726,-0.025080686,-0.55607265,1.1061666,0.6981047,24.381132,0.4538079,6.9229574,1.8514898,15.946749,1.078074,-9.695868,-1.705766,-7.172971,15.865049,-0.035885744,-0.0065858597,0.38842013,4.3382354,2.6993866,0.24536364,0.19443008,0.12010527,0.13561162,-22.741116,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Reading-Task\audio\HC\28_CF34_3.wav,HC
32.62454,0.11182694,29.632868,32.66955,35.48734,5.854471,112.21427,215.22876,42.415623,56.46547,1.3793844,0.7082654,0.53523463,1.1445535,2.1121783,1.5769436,26.046095,14.104316,24.440435,14.534897,1.2894982,0.9074883,24.130894,0.61514014,5.7319427,2.2179835,6.3548536,2.2499077,-8.24321,-1.7484373,0.038308024,1.372451,1.4362254,0.812852,6.62446,0.54958147,3.4944777,2.6847892,24.333918,0.36508313,509.15344,0.27531627,1285.0989,0.17278145,-57.79726,-1.4322127,1539.8839,0.15391861,1000.4665,0.43975487,-65.2711,-1.1381032,2579.8384,0.101615615,930.26013,0.54867536,-70.11547,-1.0170541,-15.727221,-0.38415554,25.432646,0.3015411,0.013591785,2.8663383,-0.030655991,-0.45215133,1.5585048,0.7581924,29.955137,0.3672741,5.642634,2.397625,6.73039,2.3067653,-11.728564,-1.2165433,-9.159603,18.395699,-0.04890258,-0.011092743,0.4930633,4.785565,2.4351926,0.29817203,0.2374549,0.108205125,0.14435308,-19.5311,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Reading-Task\audio\HC\29_CF34_3.wav,HC
23.526083,0.16374065,20.476925,23.218065,26.816774,6.3398495,229.18066,253.41351,76.68907,191.7004,0.7042635,0.55482495,0.36121505,0.63821983,0.9750896,0.61387455,8.421327,4.8068943,6.1515,3.883626,0.5596962,0.74102324,25.686144,0.5674308,19.96016,0.53430825,9.037149,1.3688159,9.233583,1.0049207,0.058424886,1.5395001,1.1816576,0.97393316,4.33081,0.77407706,6.3934455,2.273356,31.776794,0.45967746,533.6867,0.28613845,1322.3463,0.15906596,-60.84801,-1.2806717,1598.917,0.15577391,1022.3167,0.35644066,-73.16956,-0.96468425,2626.5823,0.09872012,949.727,0.40014416,-77.58299,-0.8753193,-24.071932,-0.27295297,33.062336,0.24020287,-0.02801595,-1.3244615,-0.032039534,-0.4388427,0.66307646,0.6170991,32.033775,0.30699164,23.254536,0.3964752,10.881582,1.2098793,9.991389,0.9758539,-10.554392,19.67087,-0.046307195,-0.009339056,0.25078872,3.4428444,1.8476793,0.3967073,0.37881732,0.13546667,0.14233568,-24.855534,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Reading-Task\audio\HC\30_CF62_3.wav,HC
