F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,file_path,folder
32.016594,0.10142808,30.078674,32.047558,34.10021,4.021534,125.59388,152.74211,77.726364,264.146,0.6140313,0.58849037,0.31076157,0.52609193,0.9136751,0.60291356,8.011184,5.9014087,5.477201,3.9806817,0.29167718,0.88264704,27.220263,0.5385705,11.61119,1.2187382,-3.8865793,-3.4911232,-11.221647,-1.2620696,0.02812925,2.3844426,0.9340904,1.0137923,8.245028,0.4685406,2.828084,2.9014137,29.222935,0.34798238,531.6489,0.3148977,1348.3733,0.165392,-42.937557,-1.8378501,1521.9308,0.20325331,1042.4911,0.33921698,-52.325047,-1.3628814,2658.8157,0.11670735,861.6453,0.49690077,-61.01963,-1.0923997,-18.160805,-0.41758677,29.65588,0.2487307,0.015885644,2.1673732,-0.033123475,-0.45710364,0.32321644,0.83666235,32.348103,0.30855274,11.163657,1.2814487,-5.0214744,-2.8075392,-14.838979,-0.8541161,-13.247732,23.124424,-0.041216448,-0.011228175,0.16325343,2.7478647,1.5613383,0.5054762,0.5021036,0.1362857,0.13476086,-30.626572,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Interview-Task\audio_clip\09_CF56_3\09_CF56_3_3.wav,09_CF56_3
32.70104,0.10526232,30.733162,32.593086,34.923973,4.190811,161.28067,205.7292,62.474266,81.53448,0.6519764,0.63132566,0.30727,0.55182743,0.95569444,0.64842445,8.828017,5.14129,6.776542,4.7418423,0.33321205,0.83703893,25.69332,0.52441835,9.430508,1.7403033,-3.2008026,-4.274937,-9.09506,-1.4486649,0.029761653,1.8939161,1.0285767,0.9418222,7.7596345,0.5098165,3.3484833,2.769825,27.23108,0.39163607,527.5177,0.29197145,1334.9049,0.17254367,-43.669502,-1.7974436,1530.9211,0.17767568,1079.0598,0.35531348,-52.9278,-1.3402314,2621.6504,0.11389148,875.7417,0.506993,-60.29675,-1.1089315,-17.144024,-0.45466474,28.202559,0.2673548,0.01265926,2.7791362,-0.030501248,-0.5138029,0.37578714,0.7654417,29.90736,0.34544677,9.285028,1.8262475,-3.921547,-3.6473858,-11.895866,-1.0480758,-12.635843,23.699549,-0.03840473,-0.010416643,0.16176759,3.3179338,1.7900665,0.43849766,0.41303137,0.11169312,0.11896507,-30.42862,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Interview-Task\audio_clip\09_CF56_3\09_CF56_3_4.wav,09_CF56_3
21.890888,0.11962858,20.222252,21.669334,23.520977,3.2987251,116.757195,146.71483,62.360558,110.6889,0.6015018,0.65135115,0.24559839,0.5134067,0.8802969,0.6346985,8.779135,5.221316,5.2639475,3.408065,0.33985287,0.7166699,24.641914,0.42296934,10.91956,0.84381396,14.7328,0.8875942,-5.056089,-2.8548036,0.052120585,1.2625122,1.3652228,0.81616235,2.2880137,1.4324584,3.2392724,2.734877,22.203264,0.42251602,428.22836,0.25941223,1154.3107,0.15867628,-52.61766,-1.5156807,1431.5009,0.14772663,891.81494,0.34180674,-64.41615,-1.1375962,2546.8066,0.07242403,654.6909,0.53168267,-67.90341,-1.0478705,-17.14562,-0.33677563,25.311148,0.26763132,-0.01398056,-2.3354285,-0.023418052,-0.49292544,0.40123162,0.60354817,28.808153,0.26519075,11.369423,0.8848033,16.692112,0.82776487,-8.244212,-1.7371485,-15.280522,25.99504,-0.04994922,-0.006821462,0.14194238,2.955889,1.5625,0.4800971,0.5406764,0.1637931,0.23317517,-30.56488,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Interview-Task\audio_clip\09_PM60_2\09_PM60_2_1.wav,09_PM60_2
21.535376,0.15666524,19.339848,21.630138,24.137636,4.7977886,142.96352,231.76727,67.86088,65.75535,0.47527876,0.68119365,0.18536082,0.39077455,0.70350945,0.51814866,7.0638165,4.3356996,4.5252166,3.4151595,0.26283675,0.74602455,21.579786,0.5228609,11.791905,0.73476917,12.762929,1.0258349,-3.1092374,-4.2105126,0.06989875,1.3783113,1.4110105,0.81960243,1.9694307,1.721907,3.3988771,2.214387,23.023237,0.32963672,434.1695,0.25554454,1151.0184,0.1523284,-76.49626,-1.1679475,1446.244,0.1421692,889.12476,0.34078553,-85.93505,-0.9590084,2554.382,0.076608926,711.26044,0.597997,-89.11622,-0.8966068,-16.99467,-0.32877162,25.49477,0.25927538,-0.019341659,-1.5320743,-0.024294695,-0.49878696,0.33932832,0.57723856,27.792593,0.28912923,12.645972,0.7900101,15.721855,0.8979032,-6.860006,-1.9737376,-14.11762,24.896221,-0.04864638,-0.0077300323,0.12359662,2.4395163,1.7965282,0.35123596,0.3436219,0.21298702,0.34759685,-33.37079,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Interview-Task\audio_clip\09_PM60_2\09_PM60_2_2.wav,09_PM60_2
22.272793,0.14798784,20.469444,22.579235,24.362183,3.8927383,197.50027,210.83951,102.6164,134.39078,0.51222605,0.59063154,0.23500691,0.44780993,0.734504,0.49949706,4.6145635,2.8298583,3.2678275,1.9890735,0.2591739,0.6507144,23.248522,0.48647818,12.813649,0.7050117,16.099165,0.79943776,-7.192723,-2.0347445,0.06650593,1.2742846,1.354442,0.7978488,2.4397483,1.2441765,3.399838,2.8146832,23.031952,0.4320435,424.90866,0.21653031,1133.0602,0.1750267,-57.64454,-1.4310896,1444.2493,0.15345268,838.4505,0.39873934,-69.76617,-1.0798424,2546.5989,0.077748604,688.5761,0.6174872,-72.40331,-1.01561,-17.388014,-0.352389,24.419668,0.29209998,-0.007072013,-3.9625556,-0.029893365,-0.41632873,0.31464863,0.5047415,28.403584,0.28237808,13.86565,0.6967718,17.492159,0.78930223,-10.227769,-1.4848462,-12.284177,21.360481,-0.03321823,-0.010599408,0.10586955,2.6642985,1.610018,0.4494444,0.56037164,0.168125,0.24452041,-33.31893,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Interview-Task\audio_clip\09_PM60_2\09_PM60_2_3.wav,09_PM60_2
19.125114,0.15231235,17.025257,19.851454,21.527775,4.5025177,91.32903,73.289764,115.62917,159.42693,0.3907564,0.54211605,0.20531452,0.34934935,0.5471065,0.341792,3.7458827,1.8749107,2.9988754,1.9176114,0.24845797,0.55475384,21.096949,0.5001959,15.691231,0.4694048,17.31729,0.73156047,-0.18082815,-59.783527,0.070122965,1.6002647,1.506483,0.85510033,0.74556404,5.070352,2.587999,3.9651115,23.367262,0.37997067,436.8707,0.23957987,1149.0787,0.18155934,-75.422195,-1.1715853,1529.369,0.13687271,918.37885,0.45676798,-88.61423,-0.89009833,2528.4023,0.086801186,843.42566,0.5506418,-89.3624,-0.8758331,-19.899471,-0.21387757,26.551529,0.19580169,-0.022818692,-1.2642541,-0.029922351,-0.42498937,0.3003973,0.40576425,26.88202,0.25519815,17.519072,0.43468246,20.89701,0.66625583,-3.0892608,-3.453663,-17.541094,27.675245,-0.056178067,-0.010444795,0.15409872,2.7577937,2.0506635,0.3105882,0.41497654,0.14777777,0.24981228,-34.886272,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Interview-Task\audio_clip\09_PM60_2\09_PM60_2_4.wav,09_PM60_2
20.999727,0.18422343,17.861414,21.722942,24.118706,6.257292,188.24155,222.54903,163.37175,192.24614,0.3497921,0.4552131,0.1917676,0.34222272,0.47158092,0.27981332,3.6225579,2.15506,2.8284698,2.3221583,0.22263727,0.6832801,20.93492,0.5562135,16.729864,0.4432802,12.7359915,0.9274838,0.03421852,318.35748,0.11246584,1.4613354,1.7589172,0.80045694,0.6769518,6.320834,4.065335,3.6163864,26.011944,0.40723044,439.87878,0.27414912,1210.0173,0.1513687,-88.63987,-1.0217474,1450.659,0.15378033,968.66693,0.327882,-99.703735,-0.8156706,2526.7505,0.079825915,726.5783,0.4872634,-102.08423,-0.7768268,-20.251326,-0.24627095,28.867212,0.1958867,-0.01645427,-1.7931764,-0.025793895,-0.4988948,0.26844496,0.492383,27.480145,0.29040346,19.675644,0.3560061,14.618646,0.9045909,-3.1292973,-3.7653024,-15.148991,25.206667,-0.042550504,-0.008522143,0.1601053,3.0483766,2.9255319,0.18931818,0.23375784,0.15567568,0.24557203,-36.579624,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Interview-Task\audio_clip\09_PM60_2\09_PM60_2_5.wav,09_PM60_2
24.580559,0.13483012,22.430183,24.495735,26.95868,4.528496,163.29521,188.76659,71.0328,123.1307,0.76518226,0.5865627,0.36291277,0.68942374,1.105573,0.7426603,10.052304,5.794452,5.9437413,3.6627798,0.4510316,0.7970584,24.494804,0.4682742,6.0642858,1.5763773,16.002047,0.95484835,-8.68796,-1.6415361,0.053398922,1.5062181,1.3202684,0.7461984,2.8735838,1.1964538,1.3954215,6.494516,19.870842,0.4280177,408.49054,0.23407736,1120.6902,0.1601768,-48.063183,-1.6450417,1386.8605,0.12751094,808.82043,0.352788,-59.400597,-1.2227309,2492.1445,0.064326875,626.2412,0.46126285,-62.831993,-1.1243402,-14.803913,-0.34122482,22.532082,0.27804163,0.0021650922,14.477425,-0.024614245,-0.49237224,0.5248429,0.6979462,28.765593,0.29042885,6.2759957,1.6051253,17.830439,0.8927482,-11.96768,-1.1351593,-11.896208,22.04792,-0.045512177,-0.006738159,0.19731879,3.2500553,1.9477645,0.3893182,0.44187823,0.13358209,0.2182133,-28.505093,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Interview-Task\audio_clip\09_PM60_2\09_PM60_2_6.wav,09_PM60_2
23.32859,0.11983615,21.4738,23.583456,25.690113,4.2163124,183.65143,211.95293,61.3242,63.663612,0.7474808,0.533474,0.37101448,0.6827408,1.0582169,0.68720245,9.489218,4.5555797,5.086365,2.825511,0.414011,0.6110194,25.277613,0.35656038,5.4951096,1.7297711,14.307005,0.99601513,-8.266513,-1.4957932,0.058396958,1.5894785,1.2875926,0.79346466,2.3030965,1.4457977,1.3819256,6.0890594,19.11924,0.4927813,407.09024,0.17219366,1093.6279,0.15157865,-40.320354,-1.785401,1384.6428,0.10365319,816.06866,0.29612416,-50.674797,-1.3254946,2486.7383,0.05917688,653.2937,0.5872478,-55.717613,-1.1577767,-14.308155,-0.33974954,22.918674,0.25731567,-0.00843388,-3.5268683,-0.02144055,-0.5619097,0.45945418,0.5506989,27.958391,0.25539076,5.107039,1.9858834,15.818227,0.92545706,-10.091743,-1.2360102,-13.905071,24.237247,-0.04433121,-0.010269002,0.21506174,3.3965244,2.2222223,0.35928568,0.34835255,0.08478261,0.070702665,-29.627144,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Interview-Task\audio_clip\09_PM60_2\09_PM60_2_7.wav,09_PM60_2
22.494408,0.1400977,20.419945,22.411707,25.028742,4.608797,139.91754,140.36818,59.110043,53.21956,0.55714583,0.658854,0.24908178,0.46871552,0.79123896,0.5421572,7.7109537,4.4282603,4.375234,3.2029371,0.29517597,0.77374846,22.846212,0.486888,10.892794,0.8561576,15.016628,0.7986828,-5.4012628,-2.5182905,0.062103253,1.6729054,1.3502281,0.7814343,2.470429,1.3024008,2.2883353,5.0397935,21.410437,0.41178071,413.76807,0.19323324,1125.5829,0.14653693,-56.686394,-1.4821126,1405.9335,0.128145,871.88586,0.35262913,-68.794525,-1.1173811,2501.6104,0.06529822,626.2742,0.4883637,-72.16072,-1.0361911,-16.719429,-0.33307365,24.066471,0.2706295,-0.008646725,-3.5121088,-0.024445113,-0.49996486,0.3535397,0.6673294,27.540398,0.30257076,11.550891,0.87706244,17.096436,0.7348671,-8.56899,-1.5764616,-13.563937,23.544672,-0.046616536,-0.0073229796,0.1350925,2.4158416,1.6276301,0.44219512,0.41374853,0.20466667,0.30671084,-31.769562,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Interview-Task\audio_clip\09_PM60_2\09_PM60_2_8.wav,09_PM60_2
20.535227,0.1997025,16.033329,21.573755,23.475742,7.4424133,176.49869,155.08353,105.3626,130.64594,0.39375368,0.6074611,0.18733522,0.33722168,0.5560931,0.36875787,5.447407,4.7510314,3.8992095,2.752997,0.23037507,0.7278414,21.580727,0.5008474,14.571234,0.4504158,12.582766,0.90433514,-1.7313144,-6.55258,0.069632776,1.5325397,1.4865371,0.78904206,1.5857277,2.292127,3.3432481,4.317082,24.076832,0.42178336,452.06827,0.27936473,1192.5435,0.16976427,-75.130066,-1.1897411,1474.2693,0.14890519,959.8481,0.32320055,-86.7497,-0.9336061,2546.243,0.0769066,750.65753,0.52988493,-89.17184,-0.8871846,-19.165825,-0.2525902,27.348555,0.19815387,-0.016751636,-1.9754677,-0.027751641,-0.46447802,0.29463097,0.5753215,27.29063,0.29638928,15.854746,0.45286056,14.809976,0.8407894,-4.822488,-2.4551928,-17.735859,28.340279,-0.05031492,-0.01170116,0.11222768,2.0231214,2.0348837,0.31238094,0.3696962,0.2075,0.29930127,-35.13866,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Interview-Task\audio_clip\09_PM60_2\09_PM60_2_9.wav,09_PM60_2
30.35221,0.16171205,27.139532,29.589743,33.315655,6.1761227,240.64867,386.86636,79.4027,133.17914,0.77062595,0.7905596,0.26875827,0.63470507,1.1070757,0.8383174,12.887313,9.646221,8.187266,6.381456,0.5268117,1.0093689,16.602156,0.7925271,9.698748,1.1360291,3.6311781,3.4988484,-0.6309571,-21.94419,0.03535197,1.6528083,1.2078357,0.8880417,5.9685254,0.6730593,3.0498688,2.635762,21.29555,0.4797458,477.63132,0.26615846,1197.4451,0.19590548,-89.799866,-1.042573,1499.1985,0.15758829,990.6664,0.3811214,-93.782326,-0.9273835,2551.7744,0.093038395,833.7035,0.48834452,-97.4029,-0.8597793,-14.735765,-0.50033647,24.368881,0.322273,-0.017511712,-2.1010168,-0.026230056,-0.6078586,0.6667171,0.92091674,24.120512,0.42855042,10.166356,1.2243514,3.1569164,4.7740593,-7.219381,-1.8708202,-15.62082,27.015696,-0.07710324,-0.00509004,0.32965928,2.4202087,2.1798365,0.25916666,0.2566491,0.19074073,0.25463292,-27.291767,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Interview-Task\audio_clip\10_CF51_2\10_CF51_2_1.wav,10_CF51_2
27.582308,0.11676654,26.70895,27.959923,29.730228,3.0212784,150.03854,171.53699,19.412971,28.832756,0.6342812,0.37003657,0.43037182,0.5926849,0.82216185,0.39179003,7.0865726,4.687468,5.093232,3.008482,0.57110006,1.5380399,14.376691,0.9151008,15.646821,0.68706495,11.039044,0.94697416,5.061609,2.000788,0.05964127,2.1068676,1.1126398,0.785025,5.7701926,0.63146544,3.2956734,1.3257624,23.357298,0.27907827,470.32047,0.22181775,1176.9244,0.13845965,-70.58873,-1.2483296,1653.9548,0.12386004,881.7536,0.4398798,-83.00314,-0.959672,2640.675,0.09110219,890.9135,0.5632609,-83.549545,-0.9491373,-19.125008,-0.3190979,26.032948,0.32447967,-0.040948577,-0.829395,-0.03071439,-0.32696083,0.5789868,1.6072906,21.859484,0.32950532,20.803299,0.4242634,16.27765,0.40616584,0.9425483,10.4116535,-10.813945,21.942204,-0.07698778,0.0011257541,0.56205547,4.359673,1.3812156,0.48,0.35304388,0.2775,0.3158619,-27.428366,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Interview-Task\audio_clip\10_CF51_2\10_CF51_2_10.wav,10_CF51_2
34.362377,0.17298219,29.601297,34.688583,39.111023,9.509726,233.22346,206.1167,37.93853,19.466022,1.2813457,0.4594643,0.77912617,1.2207744,1.8942248,1.1150986,9.414887,3.542309,8.448517,5.7200594,0.7328494,0.7632529,21.415194,0.6087766,17.664944,0.63326204,5.3311844,3.3009436,-16.759884,-1.1344053,0.028564475,1.5452899,0.80352765,1.0760796,8.541095,0.56282103,7.203508,1.0018259,23.968815,0.47503287,561.5025,0.37996688,1201.3712,0.22360462,-29.411106,-1.8725227,1667.1254,0.2391869,774.61475,0.6017218,-38.053383,-1.2420774,2751.4802,0.12113153,845.5098,0.50868374,-42.491455,-1.0796889,-17.50661,-0.37481397,24.600113,0.3530612,0.00069473765,62.06131,-0.03751727,-0.41689873,0.7768921,0.76172096,23.341782,0.4947586,18.259405,0.5368704,6.113524,2.9723754,-19.78146,-0.8827179,-7.874775,17.217863,-0.06281547,-0.004345766,0.4326592,3.097345,1.357466,0.66333336,0.3578019,0.074999996,0.005,-22.442034,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Interview-Task\audio_clip\10_CF51_2\10_CF51_2_11.wav,10_CF51_2
31.877415,0.12679529,28.626522,31.296507,35.02173,6.3952065,320.38254,524.0457,31.383183,27.173704,0.76185924,0.64998513,0.2708261,0.71641916,1.1353692,0.8645431,11.34816,8.105218,7.201006,6.3584075,0.44698653,0.94563085,18.090118,0.750333,15.801885,0.54295266,5.8435025,1.9446515,-3.024606,-5.466769,0.028287703,1.5965496,0.81360495,1.0078237,8.159711,0.44950873,4.0383043,1.3311901,24.945297,0.33269435,523.5859,0.32879937,1276.7794,0.18560573,-78.65482,-1.1333826,1558.0311,0.22205321,974.52277,0.40752062,-83.18529,-0.9736338,2652.0208,0.10387062,813.5474,0.51538783,-87.28195,-0.8930426,-18.556648,-0.29503465,26.752958,0.25373882,-0.0067696795,-6.1299725,-0.0327194,-0.43625882,0.5212463,0.8861177,25.065155,0.38466072,18.36688,0.43577617,5.3089175,2.4389346,-10.014541,-1.5538152,-16.511559,27.440092,-0.078426525,-0.004639921,0.30425116,2.905983,1.7142857,0.378,0.37439194,0.2048148,0.24909273,-26.65585,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Interview-Task\audio_clip\10_CF51_2\10_CF51_2_12.wav,10_CF51_2
31.377476,0.17196576,25.738647,30.873693,35.962677,10.22403,30.535505,12.207427,36.681126,14.791766,0.7775582,0.5421744,0.43143627,0.6215701,1.1642189,0.7327826,16.859617,16.58384,6.3633795,4.999251,0.5742918,0.58608675,16.569418,0.7722404,14.980584,0.612574,7.3048444,1.9882144,-1.002383,-16.30914,0.028980525,0.73744243,1.1417156,0.7759603,6.236615,0.56695724,6.870894,1.2007911,22.014614,0.32458785,470.6751,0.29689822,1225.4209,0.18128023,-69.311775,-1.2194002,1544.4915,0.17171158,1036.7576,0.44305822,-72.73965,-0.9986917,2558.7014,0.100682594,924.39124,0.45881322,-73.74108,-0.97853553,-17.915731,-0.36484793,25.927677,0.335378,-0.027559718,-1.2853689,-0.02957684,-0.38708872,0.5784916,0.6463333,21.098942,0.475512,16.8326,0.5630432,8.992111,1.7890512,-6.502276,-2.3007097,-14.58257,24.355572,-0.07960392,-0.009142969,0.6362364,4.605263,3.4246578,0.204,0.08912912,0.0875,0.056734025,-28.435091,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Interview-Task\audio_clip\10_CF51_2\10_CF51_2_13.wav,10_CF51_2
34.5434,0.22430016,28.862278,33.500492,38.819225,9.956947,117.98824,92.18168,98.29171,148.84085,0.69941497,0.46552357,0.34122112,0.70188427,1.0112594,0.67003834,8.664764,6.5173965,5.5242686,3.426358,0.41145375,0.559812,15.783179,1.1404405,14.36462,0.7577449,0.13954496,98.615074,-2.1299057,-6.8937826,0.03085594,1.0089135,1.055096,0.8516198,7.3462334,0.70278615,2.0697935,3.7309291,23.602587,0.5738183,528.92395,0.30111125,1199.9843,0.22707774,-86.04267,-1.0577496,1519.2402,0.19708686,950.85803,0.35336384,-85.65589,-0.9578751,2641.19,0.098501705,782.06506,0.5676324,-88.889305,-0.88205624,-16.792952,-0.57155305,26.740509,0.4032299,-0.02241142,-1.7309952,-0.02797148,-0.7148739,0.43498477,0.53496695,22.92825,0.67339087,15.529306,0.76613855,-0.020971319,-737.45386,-6.655757,-2.154817,-13.223691,23.921446,-0.072774254,-0.00810641,0.37357104,4.2789226,1.916933,0.33249998,0.19664371,0.16916665,0.16418783,-29.774525,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Interview-Task\audio_clip\10_CF51_2\10_CF51_2_14.wav,10_CF51_2
32.584423,0.26219207,27.953836,29.495146,33.60302,5.6491833,740.48065,633.2271,144.92247,108.3207,0.7207831,0.64928615,0.29905605,0.6167307,1.0652447,0.7661886,12.7460785,11.635943,6.2136636,4.29735,0.729232,0.8197033,7.2432904,1.844419,13.706356,0.6899602,5.53006,1.9002327,7.029462,1.5895424,0.057075333,0.9073366,1.4655277,0.58159846,4.383913,0.9124083,3.01941,1.8332527,11.678825,1.5706998,494.17697,0.26693687,1056.134,0.25126067,-132.94026,-0.6508941,1503.6846,0.13565816,976.87,0.502492,-132.48866,-0.6308494,2470.8718,0.07807149,734.6393,0.4888507,-131.6317,-0.62536794,-12.981159,-0.64463603,21.640352,0.452278,-0.06743924,-0.47915474,-0.021202104,-0.662248,0.95959324,0.76610553,12.596629,1.0657017,14.384562,0.575279,6.714486,1.7072071,3.422755,4.2490215,-17.270832,28.043055,-0.09188936,-0.010836416,0.61052096,2.8735633,2.95858,0.12399999,0.0840476,0.24,0.29248932,-26.9289,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Interview-Task\audio_clip\10_CF51_2\10_CF51_2_15.wav,10_CF51_2
30.946085,0.11363272,28.675892,30.371847,33.66103,4.985138,39.78189,42.03533,44.255264,42.34425,0.9207453,0.6854006,0.3470467,0.80797064,1.3583753,1.0113286,11.557827,7.221893,8.9427,5.920077,0.5067585,0.9186377,16.008585,0.9061362,8.521192,1.3984914,4.1868834,2.9329772,-1.9381386,-6.807584,0.022530742,1.375234,0.9696887,1.0091043,7.003643,0.5376329,3.3227003,1.8307871,19.98598,0.45646825,496.01974,0.2655065,1219.3523,0.19378383,-75.27883,-1.1872265,1500.909,0.1700952,1061.0068,0.4468445,-80.385864,-1.0414002,2538.0723,0.10468238,800.35406,0.6057208,-84.26316,-0.95682603,-13.114326,-0.52307725,22.264774,0.33247605,-0.011645843,-3.304121,-0.024022523,-0.6668437,0.59105444,0.84490716,23.286064,0.4143698,9.933704,1.2869182,4.194361,3.3653762,-7.250914,-1.6778426,-10.72148,21.780464,-0.07473824,-0.0018706218,0.34499806,2.6261585,1.8595042,0.3458333,0.5300701,0.18727271,0.28977808,-26.827988,C:\Users\Elise\Desktop\COURS\S9 (papapapaaaaa)\Speech Processing\Project\Androids-Corpus\Androids-Corpus\Interview-Task\audio_clip\10_CF51_2\10_CF51_2_2.wav,10_CF51_2
